,Gender,Marital_Status,Number_of_Dependents,Education,Loan_Status,Annual_Income,Credit_Score,Loan_Amount,Term,Property_Area,Loan_Approval
1710,Male,No,0,Not Graduate,No,5194.0,1100.0,955.0,180,Semiurban,No
1711,Female,Yes,3,Graduate,No,2070.0,2627.0,4158.0,180,Semiurban,Yes
1712,Female,No,0,Graduate,No,2048.0,2181.0,9357.0,360,Rural,Yes
1713,Female,No,1,Graduate,No,5625.0,429.0,9388.0,180,Urban,Yes
1714,Female,Yes,3,Not Graduate,No,3378.0,1767.0,4377.0,360,Rural,Yes
1715,Male,No,1,Graduate,No,7159.0,2273.0,2488.0,180,Urban,Yes
1716,Male,Yes,2,Graduate,No,8429.0,2764.0,8781.0,360,Urban,Yes
1717,Male,Yes,2,Not Graduate,Yes,7693.0,3539.0,1602.0,180,Rural,Yes
1718,Male,No,3,Not Graduate,No,8106.0,2627.0,5889.0,360,Urban,No
1719,Male,No,0,Graduate,No,1632.0,2424.0,1248.0,180,Rural,Yes
1720,Male,Yes,0,Graduate,Yes,6340.0,3629.0,247.0,180,Rural,Yes
1721,Female,Yes,0,Graduate,No,4116.0,1428.0,8155.0,360,Semiurban,No
1722,Male,No,0,Not Graduate,Yes,7336.0,2627.0,5856.0,360,Urban,No
1723,Female,No,2,Not Graduate,No,3276.0,3346.0,2030.0,360,Semiurban,No
1724,Female,Yes,3,Not Graduate,Yes,2078.0,2904.0,6398.0,360,Semiurban,Yes
1725,Male,No,3,Graduate,No,11135.0,2535.0,3818.0,180,Semiurban,No
1726,Male,No,1,Not Graduate,No,3245.0,3399.0,9712.0,360,Urban,Yes
1727,Female,No,3,Not Graduate,Yes,9765.0,2743.0,5495.0,180,Semiurban,No
1728,Male,Yes,2,Not Graduate,Yes,10436.0,1836.0,5021.0,180,Urban,No
1729,Male,Yes,0,Graduate,No,2267.0,1171.0,908.0,180,Rural,Yes
1730,Male,No,2,Graduate,Yes,2892.0,1633.0,2141.0,360,Urban,No
1731,Male,Yes,2,Not Graduate,No,5241.0,506.0,4788.0,360,Semiurban,No
1732,Female,Yes,3,Graduate,No,2749.0,1919.0,5077.0,360,Semiurban,No
1733,Male,Yes,3,Not Graduate,Yes,9913.0,874.0,6278.0,360,Urban,No
1734,Male,Yes,0,Not Graduate,Yes,6669.0,2627.0,5864.0,360,Semiurban,Yes
1735,Male,Yes,3,Not Graduate,No,2177.0,2089.0,5580.0,360,Urban,Yes
1736,Female,Yes,2,Graduate,No,2787.0,1716.0,4352.0,360,Semiurban,No
1737,Male,Yes,1,Not Graduate,Yes,8039.0,3560.0,5398.0,360,Semiurban,Yes
1738,Female,Yes,3,Not Graduate,No,2480.0,2950.0,9375.0,360,Rural,No
1739,Male,Yes,3,Not Graduate,No,6669.0,4282.0,1253.0,360,Semiurban,Yes
1740,Male,Yes,3,Not Graduate,Yes,6669.0,4820.0,9188.0,180,Semiurban,No
1741,Female,No,3,Not Graduate,Yes,4493.0,2627.0,7961.0,180,Urban,Yes
1742,Female,No,3,Graduate,No,4822.0,4328.0,5986.0,180,Semiurban,Yes
1743,Male,Yes,2,Graduate,Yes,9558.0,2954.0,1441.0,180,Rural,Yes
1744,Female,Yes,0,Not Graduate,Yes,11444.0,2555.0,6736.0,180,Urban,No
1745,Female,No,1,Not Graduate,Yes,6669.0,4374.0,6613.0,180,Semiurban,No
1746,Female,No,2,Not Graduate,No,8687.0,2689.0,735.0,360,Semiurban,Yes
1747,Female,No,0,Graduate,No,3201.0,1534.0,5393.0,360,Urban,No
1748,Male,Yes,0,Not Graduate,No,11595.0,3724.0,686.0,360,Semiurban,Yes
1749,Female,Yes,0,Graduate,Yes,2777.0,517.0,5982.0,360,Rural,No
1750,Female,No,3,Not Graduate,Yes,9973.0,1052.0,4338.0,360,Rural,No
1751,Male,Yes,0,Not Graduate,No,3474.0,14.0,5654.0,360,Rural,No
1752,Male,Yes,1,Not Graduate,Yes,11153.0,3678.0,9407.0,180,Urban,Yes
1753,Male,No,0,Not Graduate,No,2140.0,2627.0,6841.0,180,Semiurban,No
1754,Male,No,0,Not Graduate,No,8342.0,992.0,844.0,180,Semiurban,Yes
1755,Female,No,0,Not Graduate,Yes,2478.0,983.0,7614.0,360,Rural,Yes
1756,Male,Yes,1,Graduate,No,1639.0,4659.0,1215.0,360,Rural,Yes
1757,Female,Yes,0,Not Graduate,No,6669.0,2657.0,3791.0,180,Urban,Yes
1758,Male,No,3,Not Graduate,Yes,6669.0,3569.0,5888.0,180,Semiurban,Yes
1759,Female,No,2,Not Graduate,No,1898.0,2855.0,4343.0,360,Semiurban,Yes
1760,Male,Yes,0,Not Graduate,Yes,7367.0,2540.0,5021.0,180,Urban,Yes
1761,Male,Yes,2,Not Graduate,Yes,7178.0,4469.0,9459.0,360,Semiurban,Yes
1762,Male,Yes,3,Graduate,Yes,3293.0,2002.0,443.0,180,Rural,No
1763,Male,No,3,Graduate,No,3527.0,3470.0,1979.0,360,Semiurban,No
1764,Female,Yes,2,Graduate,No,4498.0,795.0,9853.0,360,Semiurban,No
1765,Female,No,3,Not Graduate,No,11354.0,1033.0,4487.0,180,Semiurban,Yes
1766,Female,No,2,Graduate,No,2524.0,36.0,974.0,180,Rural,No
1767,Female,Yes,0,Not Graduate,Yes,5288.0,3995.0,1798.0,360,Semiurban,Yes
1768,Female,Yes,0,Not Graduate,No,5680.0,3788.0,4127.0,180,Urban,Yes
1769,Male,Yes,1,Graduate,Yes,4814.0,3368.0,5021.0,360,Semiurban,No
1770,Female,No,2,Graduate,No,9306.0,430.0,2805.0,180,Semiurban,No
1771,Male,Yes,0,Graduate,Yes,6669.0,4951.0,5021.0,180,Rural,No
1772,Male,Yes,3,Graduate,Yes,11125.0,3047.0,391.0,180,Rural,Yes
1773,Female,No,3,Not Graduate,No,7761.0,1096.0,1031.0,180,Rural,No
1774,Male,No,3,Graduate,No,11595.0,2627.0,7086.0,180,Semiurban,No
1775,Female,Yes,3,Not Graduate,Yes,6396.0,1753.0,1640.0,360,Rural,No
1776,Female,No,1,Not Graduate,Yes,11979.0,3336.0,6010.0,180,Rural,No
1777,Male,Yes,3,Graduate,No,6669.0,4733.0,1234.0,360,Semiurban,Yes
1778,Male,Yes,0,Graduate,Yes,10319.0,4984.0,5021.0,180,Semiurban,No
1779,Female,Yes,0,Graduate,No,6260.0,4508.0,3035.0,180,Rural,Yes
1780,Female,Yes,0,Not Graduate,No,7831.0,1213.0,6444.0,360,Rural,Yes
1781,Male,No,1,Graduate,No,8546.0,109.0,5021.0,360,Semiurban,No
1782,Female,No,3,Graduate,No,1603.0,4912.0,8551.0,360,Semiurban,No
1783,Male,No,1,Graduate,Yes,4246.0,1001.0,5021.0,360,Urban,No
1784,Male,No,3,Graduate,Yes,7460.0,2657.0,7442.0,360,Urban,No
1785,Male,No,0,Graduate,No,6669.0,786.0,4465.0,360,Semiurban,No
1786,Female,No,3,Not Graduate,No,7709.0,2166.0,151.0,360,Rural,No
1787,Male,Yes,1,Graduate,No,11589.0,1013.0,9874.0,180,Rural,No
1788,Female,No,3,Not Graduate,No,4973.0,1573.0,5522.0,180,Urban,Yes
1789,Female,Yes,3,Graduate,No,6082.0,238.0,5850.0,360,Rural,Yes
1790,Male,Yes,1,Not Graduate,No,7883.0,3413.0,3535.0,360,Semiurban,No
1791,Female,Yes,0,Not Graduate,No,8708.0,926.0,35.0,360,Semiurban,No
1792,Male,No,1,Not Graduate,Yes,8599.0,4106.0,2895.0,360,Urban,No
1793,Male,Yes,1,Not Graduate,No,3552.0,1807.0,5021.0,180,Urban,Yes
1794,Female,No,1,Not Graduate,Yes,3160.0,2088.0,7583.0,180,Rural,Yes
1795,Female,Yes,1,Graduate,Yes,4217.0,4157.0,3314.0,360,Rural,No
1796,Female,Yes,2,Not Graduate,No,8978.0,2627.0,8501.0,360,Rural,No
1797,Male,No,3,Not Graduate,No,4853.0,4877.0,5021.0,180,Urban,Yes
1798,Male,Yes,3,Graduate,No,3689.0,2011.0,2466.0,180,Semiurban,No
1799,Male,No,1,Not Graduate,Yes,4593.0,2440.0,7307.0,360,Urban,Yes
1800,Male,Yes,0,Not Graduate,No,7705.0,1676.0,5021.0,180,Rural,No
1801,Male,Yes,3,Graduate,No,2266.0,2755.0,9349.0,180,Semiurban,Yes
1802,Female,No,1,Graduate,Yes,8834.0,4504.0,9711.0,180,Urban,No
1803,Female,No,0,Not Graduate,Yes,10627.0,2627.0,5021.0,180,Rural,No
1804,Male,Yes,1,Not Graduate,Yes,4589.0,2035.0,1458.0,360,Urban,Yes
1805,Female,Yes,1,Graduate,No,5391.0,893.0,9777.0,180,Urban,No
1806,Male,No,0,Graduate,No,8342.0,2627.0,8575.0,360,Rural,Yes
1807,Female,Yes,3,Not Graduate,No,6967.0,2798.0,5021.0,360,Urban,Yes
1808,Female,No,1,Not Graduate,Yes,4839.0,4922.0,8798.0,180,Urban,No
1809,Female,No,0,Graduate,No,7702.0,3639.0,7044.0,180,Urban,No
1810,Female,No,1,Not Graduate,Yes,9503.0,4320.0,7653.0,180,Rural,No
1811,Male,Yes,0,Not Graduate,Yes,5267.0,2627.0,4252.0,180,Urban,Yes
1812,Female,Yes,2,Graduate,Yes,7332.0,1491.0,1593.0,180,Semiurban,Yes
1813,Male,No,0,Graduate,No,2929.0,1656.0,7050.0,360,Rural,Yes
1814,Male,Yes,1,Graduate,No,7342.0,4173.0,6118.0,180,Semiurban,No
1815,Female,Yes,0,Graduate,No,1745.0,2627.0,7625.0,360,Semiurban,Yes
1816,Male,No,1,Graduate,Yes,11934.0,3068.0,2799.0,180,Rural,Yes
1817,Male,Yes,3,Graduate,No,11737.0,2722.0,7101.0,180,Semiurban,No
1818,Male,Yes,3,Not Graduate,No,8739.0,3450.0,5636.0,360,Rural,Yes
1819,Male,Yes,0,Graduate,No,5630.0,2627.0,6604.0,360,Semiurban,Yes
1820,Female,Yes,0,Not Graduate,No,2516.0,1344.0,3100.0,360,Semiurban,No
1821,Male,Yes,2,Graduate,Yes,5101.0,3645.0,9660.0,360,Rural,Yes
1822,Male,Yes,3,Graduate,Yes,2505.0,704.0,810.0,360,Rural,No
1823,Male,No,2,Not Graduate,No,4899.0,1575.0,3844.0,180,Urban,No
1824,Female,Yes,0,Not Graduate,No,6723.0,2096.0,2391.0,360,Semiurban,Yes
1825,Female,No,2,Graduate,No,10376.0,3201.0,9594.0,180,Semiurban,No
1826,Female,Yes,3,Not Graduate,No,4088.0,1095.0,3933.0,180,Rural,Yes
1827,Female,Yes,0,Not Graduate,No,1658.0,1552.0,4800.0,180,Urban,No
1828,Male,Yes,1,Graduate,No,2981.0,1502.0,1461.0,180,Urban,No
1829,Female,No,1,Not Graduate,No,10117.0,4928.0,5901.0,360,Semiurban,No
1830,Male,Yes,1,Not Graduate,No,6669.0,3785.0,5049.0,180,Urban,No
1831,Male,Yes,0,Not Graduate,No,10234.0,2888.0,2111.0,360,Semiurban,Yes
1832,Female,No,1,Graduate,No,6669.0,1692.0,2892.0,180,Semiurban,Yes
1833,Female,Yes,3,Graduate,No,2060.0,2041.0,2874.0,180,Urban,No
1834,Male,No,0,Not Graduate,Yes,9856.0,1956.0,2073.0,180,Semiurban,No
1835,Male,No,0,Graduate,No,10878.0,2045.0,4410.0,180,Semiurban,Yes
1836,Female,Yes,1,Not Graduate,Yes,4779.0,1853.0,5791.0,360,Urban,Yes
1837,Male,No,2,Graduate,No,6669.0,3111.0,2661.0,180,Rural,Yes
1838,Male,Yes,2,Not Graduate,Yes,8252.0,3308.0,7101.0,360,Rural,No
1839,Female,No,0,Graduate,Yes,2260.0,1371.0,5757.0,360,Semiurban,No
1840,Male,Yes,0,Not Graduate,Yes,11073.0,2627.0,1095.0,360,Urban,Yes
1841,Female,No,1,Graduate,No,5546.0,3412.0,2974.0,360,Urban,Yes
1842,Male,Yes,0,Not Graduate,No,5123.0,2281.0,6185.0,360,Semiurban,No
1843,Female,Yes,0,Not Graduate,No,9195.0,3132.0,6463.0,180,Semiurban,Yes
1844,Male,Yes,0,Graduate,No,2274.0,2627.0,9419.0,180,Semiurban,No
1845,Female,Yes,2,Not Graduate,Yes,11371.0,1310.0,310.0,180,Semiurban,No
1846,Male,Yes,0,Graduate,Yes,11745.0,3372.0,8750.0,180,Semiurban,Yes
1847,Female,No,3,Not Graduate,No,4996.0,1395.0,5347.0,180,Rural,No
1848,Male,No,1,Graduate,No,4146.0,2627.0,9508.0,180,Semiurban,Yes
1849,Female,Yes,0,Graduate,Yes,9060.0,3644.0,7615.0,180,Semiurban,No
1850,Male,Yes,2,Not Graduate,Yes,11420.0,3061.0,3007.0,360,Semiurban,Yes
1851,Male,Yes,1,Graduate,Yes,2152.0,2627.0,996.0,180,Urban,No
1852,Male,Yes,0,Not Graduate,Yes,6669.0,1039.0,7912.0,180,Urban,No
1853,Male,Yes,3,Graduate,No,10628.0,2496.0,5733.0,180,Rural,Yes
1854,Male,Yes,3,Graduate,No,10377.0,2627.0,4710.0,180,Urban,Yes
1855,Female,No,1,Not Graduate,No,7115.0,1060.0,7874.0,360,Rural,No
1856,Male,Yes,3,Graduate,Yes,2969.0,4513.0,7039.0,360,Semiurban,No
1857,Male,No,0,Graduate,Yes,9472.0,2618.0,5021.0,180,Urban,No
1858,Male,Yes,1,Graduate,No,10171.0,4194.0,5312.0,360,Rural,No
1859,Female,No,0,Graduate,Yes,2029.0,3928.0,707.0,360,Urban,No
1860,Male,No,3,Not Graduate,Yes,9407.0,1926.0,9186.0,360,Rural,Yes
1861,Male,No,0,Not Graduate,Yes,9145.0,4559.0,2507.0,180,Rural,No
1862,Male,No,3,Not Graduate,Yes,10625.0,4003.0,8345.0,180,Urban,Yes
1863,Female,Yes,1,Graduate,No,5274.0,988.0,4893.0,360,Urban,No
1864,Female,No,3,Graduate,No,10557.0,3582.0,3631.0,360,Semiurban,No
1865,Male,No,2,Not Graduate,Yes,2479.0,1519.0,5469.0,180,Urban,Yes
1866,Female,Yes,2,Not Graduate,No,9138.0,2918.0,7486.0,360,Rural,No
1867,Female,Yes,2,Graduate,No,9999.0,4158.0,9735.0,360,Rural,Yes
1868,Female,Yes,3,Not Graduate,No,4639.0,408.0,2940.0,360,Semiurban,Yes
1869,Female,Yes,0,Not Graduate,Yes,5089.0,3057.0,8900.0,360,Rural,No
1870,Male,No,3,Graduate,Yes,6922.0,735.0,4730.0,180,Semiurban,Yes
1871,Female,No,3,Not Graduate,No,3194.0,0.0,5021.0,180,Semiurban,No
1872,Female,No,0,Not Graduate,No,6977.0,8.0,924.0,360,Rural,Yes
1873,Male,No,1,Graduate,Yes,10599.0,1896.0,1942.0,180,Rural,No
1874,Female,No,2,Graduate,No,9517.0,1225.0,7863.0,360,Urban,Yes
1875,Male,No,1,Graduate,Yes,6306.0,3887.0,5190.0,180,Urban,Yes
1876,Male,No,2,Not Graduate,No,5772.0,4193.0,7944.0,180,Semiurban,Yes
1877,Female,Yes,2,Graduate,Yes,5786.0,1941.0,6456.0,360,Rural,Yes
1878,Male,Yes,3,Graduate,Yes,6870.0,3144.0,4392.0,180,Rural,No
1879,Female,No,3,Graduate,No,1824.0,2491.0,1613.0,360,Rural,No
1880,Male,No,2,Not Graduate,No,8384.0,778.0,8454.0,180,Rural,No
1881,Female,Yes,3,Graduate,No,7934.0,3589.0,6852.0,180,Rural,No
1882,Male,Yes,0,Graduate,No,7669.0,4956.0,4470.0,360,Rural,No
1883,Female,Yes,1,Graduate,No,6755.0,314.0,935.0,180,Urban,No
1884,Female,No,3,Not Graduate,No,7288.0,4977.0,2790.0,180,Semiurban,Yes
1885,Male,Yes,3,Graduate,Yes,10675.0,3544.0,7910.0,180,Semiurban,No
1886,Male,Yes,2,Graduate,No,7179.0,4373.0,745.0,360,Urban,Yes
1887,Male,No,3,Not Graduate,Yes,1945.0,2627.0,9939.0,360,Rural,Yes
1888,Female,No,2,Not Graduate,No,10097.0,4375.0,7311.0,180,Semiurban,Yes
1889,Male,Yes,2,Graduate,No,9161.0,2627.0,1621.0,360,Urban,No
1890,Female,Yes,3,Not Graduate,No,4027.0,3779.0,1254.0,360,Urban,Yes
1891,Female,No,1,Not Graduate,No,9610.0,2627.0,4450.0,360,Urban,Yes
1892,Male,No,2,Graduate,No,5962.0,1198.0,4158.0,180,Semiurban,Yes
1893,Female,Yes,0,Graduate,No,10452.0,611.0,7516.0,180,Urban,Yes
1894,Female,Yes,3,Not Graduate,No,10305.0,1327.0,3756.0,360,Semiurban,Yes
1895,Male,No,2,Graduate,No,5757.0,4327.0,4948.0,180,Semiurban,No
1896,Female,Yes,2,Graduate,Yes,7634.0,3750.0,4351.0,180,Rural,Yes
1897,Male,No,3,Graduate,No,6669.0,51.0,4232.0,180,Urban,Yes
1898,Male,Yes,1,Graduate,Yes,4949.0,668.0,1508.0,180,Urban,No
1899,Male,No,1,Not Graduate,Yes,3901.0,1428.0,697.0,360,Semiurban,No
1900,Male,No,1,Not Graduate,No,6669.0,2250.0,6815.0,180,Rural,No
1901,Female,No,2,Graduate,No,11300.0,4890.0,6831.0,180,Semiurban,No
1902,Male,No,1,Not Graduate,Yes,10155.0,2568.0,6177.0,180,Rural,No
1903,Female,Yes,2,Graduate,Yes,1677.0,2627.0,5021.0,180,Rural,Yes
1904,Female,No,0,Not Graduate,No,4118.0,469.0,3157.0,360,Semiurban,Yes
1905,Male,Yes,3,Graduate,Yes,7686.0,4214.0,8579.0,180,Urban,Yes
1906,Female,No,2,Not Graduate,Yes,6669.0,3896.0,4051.0,180,Rural,Yes
1907,Male,No,0,Graduate,No,3580.0,4495.0,6286.0,180,Urban,No
1908,Female,No,1,Not Graduate,No,4155.0,1347.0,1837.0,360,Urban,Yes
1909,Male,Yes,0,Graduate,Yes,4810.0,1904.0,7437.0,180,Rural,Yes
1910,Male,Yes,1,Graduate,Yes,3983.0,3352.0,6921.0,180,Urban,Yes
1911,Female,Yes,2,Graduate,No,11538.0,1384.0,5478.0,180,Semiurban,Yes
1912,Female,Yes,0,Graduate,Yes,6402.0,573.0,3736.0,180,Semiurban,No
1913,Female,No,2,Graduate,Yes,11445.0,1484.0,4320.0,360,Semiurban,No
1914,Male,No,0,Graduate,No,2437.0,4998.0,6078.0,180,Semiurban,Yes
1915,Male,Yes,2,Graduate,No,2216.0,3227.0,5324.0,360,Urban,No
1916,Female,No,2,Graduate,No,11938.0,4024.0,4805.0,360,Semiurban,Yes
1917,Female,No,3,Not Graduate,Yes,9631.0,3115.0,7234.0,180,Semiurban,Yes
1918,Female,No,2,Not Graduate,Yes,10066.0,3413.0,6159.0,180,Rural,Yes
1919,Male,Yes,2,Graduate,No,8579.0,2627.0,3613.0,180,Rural,No
1920,Female,Yes,2,Graduate,No,8618.0,2733.0,9524.0,180,Semiurban,No
1921,Female,No,0,Graduate,Yes,1638.0,509.0,9274.0,180,Urban,No
1922,Male,No,3,Not Graduate,No,5675.0,465.0,5021.0,180,Semiurban,No
1923,Male,Yes,0,Graduate,No,10883.0,482.0,8239.0,180,Rural,Yes
1924,Male,Yes,1,Not Graduate,No,3801.0,2627.0,1930.0,180,Rural,Yes
1925,Male,Yes,1,Graduate,No,5827.0,1853.0,4329.0,360,Semiurban,Yes
1926,Male,Yes,0,Not Graduate,No,6794.0,4957.0,6259.0,180,Rural,No
1927,Female,Yes,2,Graduate,No,7293.0,3365.0,2792.0,360,Urban,Yes
1928,Male,Yes,3,Graduate,Yes,3137.0,2795.0,5368.0,360,Urban,Yes
1929,Female,Yes,2,Not Graduate,No,5861.0,3022.0,334.0,180,Semiurban,No
1930,Male,No,1,Graduate,Yes,6632.0,2978.0,9188.0,180,Semiurban,No
1931,Female,No,1,Not Graduate,Yes,11042.0,3166.0,8244.0,360,Rural,No
1932,Male,No,1,Not Graduate,No,5405.0,2234.0,9170.0,180,Semiurban,No
1933,Female,No,1,Graduate,No,11366.0,4812.0,6180.0,360,Urban,No
1934,Female,Yes,3,Not Graduate,No,6845.0,1662.0,5020.0,360,Rural,Yes
1935,Female,Yes,1,Not Graduate,No,9864.0,4038.0,8752.0,360,Rural,No
1936,Male,No,1,Graduate,No,5089.0,483.0,2479.0,180,Rural,Yes
1937,Male,Yes,0,Graduate,Yes,4700.0,4753.0,2688.0,180,Rural,No
1938,Female,No,3,Graduate,Yes,9038.0,2719.0,3700.0,180,Semiurban,Yes
1939,Male,Yes,1,Not Graduate,Yes,9561.0,522.0,6436.0,180,Semiurban,No
1940,Male,No,0,Graduate,Yes,6657.0,4788.0,6486.0,180,Semiurban,Yes
1941,Male,Yes,1,Not Graduate,Yes,10928.0,2627.0,5021.0,360,Urban,Yes
1942,Female,No,2,Graduate,No,10198.0,2453.0,3704.0,360,Semiurban,Yes
1943,Male,No,0,Graduate,No,5046.0,2627.0,91.0,180,Semiurban,Yes
1944,Male,Yes,1,Not Graduate,Yes,10627.0,4427.0,4204.0,180,Rural,No
1945,Female,No,3,Not Graduate,Yes,3629.0,4410.0,9307.0,360,Rural,No
1946,Male,No,3,Graduate,Yes,8776.0,3731.0,9327.0,360,Rural,Yes
1947,Female,Yes,0,Not Graduate,Yes,6669.0,2627.0,1726.0,360,Urban,No
1948,Female,Yes,0,Not Graduate,Yes,6178.0,2679.0,894.0,180,Rural,Yes
1949,Male,No,1,Graduate,No,6669.0,2627.0,3968.0,360,Rural,Yes
1950,Female,No,0,Graduate,No,8684.0,1925.0,6007.0,360,Urban,Yes
1951,Female,No,1,Graduate,No,7999.0,2921.0,6089.0,180,Rural,No
1952,Female,Yes,3,Graduate,No,9899.0,2637.0,5746.0,180,Semiurban,No
1953,Female,No,3,Graduate,Yes,5355.0,2532.0,2084.0,360,Rural,No
1954,Female,Yes,1,Not Graduate,Yes,1811.0,610.0,6125.0,360,Rural,Yes
1955,Female,Yes,2,Graduate,No,2928.0,2080.0,3522.0,180,Urban,No
1956,Male,Yes,2,Graduate,No,5325.0,4507.0,586.0,180,Rural,No
1957,Female,Yes,2,Not Graduate,No,6564.0,416.0,9751.0,180,Urban,No
1958,Male,No,2,Not Graduate,No,11128.0,2014.0,6859.0,360,Semiurban,No
1959,Female,Yes,2,Graduate,No,3810.0,4260.0,5021.0,180,Semiurban,No
1960,Male,Yes,0,Not Graduate,Yes,2136.0,3286.0,5021.0,360,Semiurban,No
1961,Female,Yes,0,Not Graduate,No,6669.0,1065.0,6590.0,180,Rural,Yes
1962,Female,No,3,Graduate,Yes,2695.0,4178.0,5021.0,180,Semiurban,No
1963,Male,No,3,Graduate,Yes,6669.0,3314.0,8890.0,360,Urban,Yes
1964,Male,No,0,Graduate,Yes,11486.0,4639.0,5021.0,360,Urban,No
1965,Female,No,3,Graduate,Yes,11841.0,2872.0,8127.0,180,Rural,Yes
1966,Male,Yes,2,Graduate,Yes,8649.0,1249.0,6383.0,180,Semiurban,No
1967,Male,No,0,Graduate,No,4476.0,4920.0,5731.0,360,Semiurban,Yes
1968,Female,Yes,2,Graduate,No,5676.0,4537.0,8309.0,180,Semiurban,No
1969,Male,Yes,0,Not Graduate,No,10459.0,136.0,1905.0,180,Urban,No
1970,Female,Yes,3,Not Graduate,Yes,6669.0,1069.0,362.0,180,Semiurban,No
1971,Female,No,0,Graduate,No,2042.0,2627.0,2530.0,180,Urban,No
1972,Male,Yes,0,Not Graduate,No,3579.0,4262.0,5898.0,360,Rural,No
1973,Female,Yes,0,Graduate,No,6669.0,4162.0,5021.0,360,Rural,Yes
1974,Male,Yes,3,Not Graduate,No,3973.0,2557.0,8982.0,360,Urban,No
1975,Female,No,0,Graduate,No,6966.0,2856.0,7334.0,180,Semiurban,Yes
1976,Female,Yes,1,Not Graduate,No,10876.0,862.0,6518.0,180,Urban,No
1977,Male,No,1,Not Graduate,Yes,4819.0,3886.0,2146.0,360,Semiurban,Yes
1978,Female,No,2,Not Graduate,No,10288.0,4144.0,1611.0,180,Rural,Yes
1979,Male,No,1,Not Graduate,Yes,4059.0,4203.0,6198.0,180,Urban,Yes
1980,Male,Yes,3,Not Graduate,Yes,5342.0,2168.0,8773.0,180,Rural,No
1981,Female,No,3,Graduate,No,1695.0,3930.0,4967.0,360,Semiurban,No
1982,Female,No,0,Graduate,No,9419.0,1228.0,9146.0,360,Semiurban,Yes
1983,Male,No,2,Not Graduate,No,6567.0,3921.0,319.0,360,Urban,Yes
1984,Female,No,0,Not Graduate,Yes,2781.0,2101.0,3937.0,180,Urban,Yes
1985,Male,No,3,Not Graduate,No,3410.0,3019.0,3606.0,180,Urban,Yes
1986,Female,Yes,2,Not Graduate,Yes,6669.0,2381.0,3118.0,180,Urban,Yes
1987,Female,Yes,0,Not Graduate,No,10049.0,2306.0,144.0,360,Semiurban,Yes
1988,Male,Yes,3,Not Graduate,No,8535.0,2627.0,378.0,360,Semiurban,Yes
1989,Male,Yes,2,Graduate,Yes,5445.0,4337.0,3908.0,180,Rural,Yes
1990,Male,No,1,Graduate,Yes,4255.0,2627.0,5021.0,360,Semiurban,No
1991,Female,No,0,Graduate,No,10708.0,438.0,3098.0,360,Rural,Yes
1992,Female,Yes,1,Graduate,Yes,5425.0,3878.0,3444.0,360,Semiurban,No
1993,Male,Yes,2,Not Graduate,No,6669.0,2627.0,7666.0,180,Rural,Yes
1994,Male,No,3,Not Graduate,No,11680.0,2161.0,2638.0,180,Urban,Yes
1995,Male,No,0,Not Graduate,No,2313.0,2373.0,2453.0,360,Urban,No
1996,Male,Yes,0,Not Graduate,Yes,11860.0,3166.0,5021.0,360,Urban,Yes
1997,Female,Yes,2,Not Graduate,Yes,6669.0,3927.0,5839.0,180,Semiurban,No
1998,Female,Yes,0,Not Graduate,Yes,4667.0,808.0,5720.0,360,Rural,Yes
1999,Male,No,2,Graduate,No,4273.0,2790.0,5021.0,180,Semiurban,No
2000,Female,Yes,1,Not Graduate,No,6669.0,1251.0,9127.0,180,Urban,No
2001,Male,Yes,3,Not Graduate,No,10313.0,1149.0,8384.0,360,Semiurban,No
2002,Female,Yes,2,Not Graduate,No,9362.0,1455.0,2696.0,180,Urban,Yes
2003,Female,Yes,3,Graduate,Yes,7507.0,1586.0,8973.0,360,Semiurban,Yes
2004,Female,No,3,Graduate,No,3392.0,3596.0,6229.0,360,Urban,Yes
2005,Female,Yes,1,Not Graduate,Yes,11094.0,3885.0,1116.0,360,Semiurban,Yes
2006,Male,Yes,0,Not Graduate,Yes,4452.0,978.0,3470.0,180,Urban,Yes
2007,Male,No,3,Not Graduate,Yes,10965.0,3041.0,8679.0,360,Rural,No
2008,Female,No,2,Not Graduate,Yes,9845.0,643.0,7590.0,360,Rural,No
2009,Female,No,1,Graduate,Yes,3016.0,2485.0,5657.0,360,Semiurban,Yes
2010,Female,No,2,Not Graduate,No,7394.0,2562.0,5021.0,360,Urban,Yes
2011,Female,No,3,Not Graduate,No,9981.0,1732.0,7842.0,360,Rural,No
2012,Female,Yes,2,Not Graduate,Yes,8139.0,2259.0,3518.0,180,Semiurban,Yes
2013,Male,Yes,0,Not Graduate,No,10185.0,3643.0,1315.0,180,Rural,Yes
2014,Male,Yes,3,Graduate,Yes,2878.0,4793.0,5021.0,180,Semiurban,Yes
2015,Male,Yes,0,Graduate,Yes,7785.0,1915.0,1115.0,360,Urban,Yes
2016,Female,No,1,Not Graduate,Yes,6301.0,2350.0,4856.0,180,Semiurban,Yes
2017,Female,Yes,2,Not Graduate,Yes,6264.0,1290.0,5021.0,180,Semiurban,Yes
2018,Male,No,0,Not Graduate,No,3029.0,901.0,3861.0,360,Urban,No
2019,Male,No,2,Graduate,No,1913.0,3251.0,6880.0,180,Rural,No
2020,Female,No,0,Not Graduate,Yes,9012.0,1684.0,4873.0,360,Urban,Yes
2021,Female,Yes,3,Not Graduate,No,6920.0,90.0,198.0,180,Semiurban,Yes
2022,Male,No,1,Graduate,Yes,10849.0,4376.0,3422.0,360,Urban,No
